"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1969588028214821327","Sun Sep 21 02:22:33 +0000 2025","122","من زار عالما فكأنما زارني ومن زارني وجبت له شفاعتي Barangsiapa yang berziarah kepada orang Alim maka sungguh ia telah berziarah kepadaku barang siapa yang berziarah kepadaku maka tetaplah Syafa'atku Doa Ikhtiar Usaha Washilah Kanjeng Sunan Kudus untuk kebanggan PSS Sleman https://t.co/tdlb9vFtRe","1969588028214821327","https://pbs.twimg.com/media/G1Vh3U_bQAEEH8y.jpg","","in","","1","1","26","https://x.com/undefined/status/1969588028214821327","1228722285915172864",
"1969680661377401142","Sun Sep 21 10:27:17 +0000 2025","820","FT: Persiku 1-3 PSS #PSS #COSE #PersikuVsPSS #PSSday https://t.co/cW0dfJpryX","1969710014488334537","https://pbs.twimg.com/media/G1XQwP5awAAdFjk.jpg","PSSleman","in","","317","203","631","https://x.com/undefined/status/1969710014488334537","1240339267",
"1969634182877102287","Sun Sep 21 05:25:57 +0000 2025","304","Kami masih disini dan tetap disini Bersama PSS Sleman !!! #WerguWetanKamiDatang #PSSday https://t.co/vJcdmaXPLq","1969634182877102287","https://pbs.twimg.com/amplify_video_thumb/1969634067240140800/img/tM4SgSdw0pWzKXsR.jpg","","in","","4","0","39","https://x.com/undefined/status/1969634182877102287","1228722285915172864",
"1969590011952841006","Sun Sep 21 02:30:26 +0000 2025","31","Akhir pekan hijau tanah Muria yang dituju PSS Sleman kami bersamamu! #PSSday #PSSday #PSSday https://t.co/6oQHnzhhyY","1969590011952841006","https://pbs.twimg.com/media/G1VjrU-bQAA7y5r.jpg","","in","","0","0","2","https://x.com/undefined/status/1969590011952841006","1539114545268019200",
"1969500308121534650","Sat Sep 20 20:33:59 +0000 2025","24","Day 1 TAMASYA SEPAKBOLA di Liga2. Sampai mulutmu jebol kami tetep PSS Sleman. 🇬🇫 #PSSday https://t.co/qh6iNZMf3L","1969500308121534650","https://pbs.twimg.com/media/G1USFhUbQAAFZf2.jpg","","in","","0","0","6","https://x.com/undefined/status/1969500308121534650","761130844484431872",
"1969709924923130266","Sun Sep 21 10:26:56 +0000 2025","1396","SLEMAN WIN AWAY!!! #PSSday #AwayKudus","1969709924923130266","","","en","","3","43","770","https://x.com/undefined/status/1969709924923130266","442463738",
"1969710955375518133","Sun Sep 21 10:31:01 +0000 2025","175","Matur nuwun Gusti Matur nuwun doa dan dukungan seluruh supporter untuk PSS Sleman 3 point laga tandang ","1969710955375518133","","","in","","0","5","18","https://x.com/undefined/status/1969710955375518133","151666228",
"1969734994068386044","Sun Sep 21 12:06:33 +0000 2025","434","Tiga poin dari laga away! #PSS #COSE #PersikuVsPSS #PSSday https://t.co/FMwjva3q0X","1969734994068386044","https://pbs.twimg.com/amplify_video_thumb/1969734227299381249/img/B__E1Ivsy_fAp_Ce.jpg","","in","","5","10","123","https://x.com/undefined/status/1969734994068386044","1240339267",
"1969333195947561388","Sat Sep 20 09:29:57 +0000 2025","370","PSS Sleman forever flow in my blood! https://t.co/JAg7TbNhiK","1969333195947561388","https://pbs.twimg.com/media/G1R6FmZbQAAx3gP.jpg","","en","","1","0","51","https://x.com/undefined/status/1969333195947561388","1112311888530952198",
"1969704780445704432","Sun Sep 21 10:06:29 +0000 2025","2","Goaal Gustavo Constantins Persiku Kudus 1 vs 3 PSS Sleman #PersikuKudus #pegadaianchampionship #PSSday https://t.co/p5M191SCB8","1969704780445704432","https://pbs.twimg.com/media/G1XMDITaAAEtAve.jpg","","in","","0","0","0","https://x.com/undefined/status/1969704780445704432","1867602461051301888",
